state,cluster_2000,dist_1cs_2000,dist_own_2000,extremity_2000,cluster_2001,dist_1cs_2001,dist_own_2001,extremity_2001,dist_1cs_delta_2001,dist_own_delta_2001,extremity_delta_2001,cluster_2002,dist_1cs_2002,dist_own_2002,extremity_2002,dist_1cs_delta_2002,dist_own_delta_2002,extremity_delta_2002,cluster_2003,dist_1cs_2003,dist_own_2003,extremity_2003,dist_1cs_delta_2003,dist_own_delta_2003,extremity_delta_2003,cluster_2004,dist_1cs_2004,dist_own_2004,extremity_2004,dist_1cs_delta_2004,dist_own_delta_2004,extremity_delta_2004,cluster_2005,dist_1cs_2005,dist_own_2005,extremity_2005,dist_1cs_delta_2005,dist_own_delta_2005,extremity_delta_2005,cluster_2006,dist_1cs_2006,dist_own_2006,extremity_2006,dist_1cs_delta_2006,dist_own_delta_2006,extremity_delta_2006,cluster_2007,dist_1cs_2007,dist_own_2007,extremity_2007,dist_1cs_delta_2007,dist_own_delta_2007,extremity_delta_2007,cluster_2008,dist_1cs_2008,dist_own_2008,extremity_2008,dist_1cs_delta_2008,dist_own_delta_2008,extremity_delta_2008,cluster_2009,dist_1cs_2009,dist_own_2009,extremity_2009,dist_1cs_delta_2009,dist_own_delta_2009,extremity_delta_2009,cluster_2010,dist_1cs_2010,dist_own_2010,extremity_2010,dist_1cs_delta_2010,dist_own_delta_2010,extremity_delta_2010,cluster_2011,dist_1cs_2011,dist_own_2011,extremity_2011,dist_1cs_delta_2011,dist_own_delta_2011,extremity_delta_2011,cluster_2012,dist_1cs_2012,dist_own_2012,extremity_2012,dist_1cs_delta_2012,dist_own_delta_2012,extremity_delta_2012,cluster_2013,dist_1cs_2013,dist_own_2013,extremity_2013,dist_1cs_delta_2013,dist_own_delta_2013,extremity_delta_2013,cluster_2014,dist_1cs_2014,dist_own_2014,extremity_2014,dist_1cs_delta_2014,dist_own_delta_2014,extremity_delta_2014,cluster_2015,dist_1cs_2015,dist_own_2015,extremity_2015,dist_1cs_delta_2015,dist_own_delta_2015,extremity_delta_2015,cluster_2016,dist_1cs_2016,dist_own_2016,extremity_2016,dist_1cs_delta_2016,dist_own_delta_2016,extremity_delta_2016,cluster_2017,dist_1cs_2017,dist_own_2017,extremity_2017,dist_1cs_delta_2017,dist_own_delta_2017,extremity_delta_2017,cluster_2018,dist_1cs_2018,dist_own_2018,extremity_2018,dist_1cs_delta_2018,dist_own_delta_2018,extremity_delta_2018,cluster_2019,dist_1cs_2019,dist_own_2019,extremity_2019,dist_1cs_delta_2019,dist_own_delta_2019,extremity_delta_2019
New Jersey,2,1.4238319,1.2364824,2.2436066,2,1.6050909,1.1392006,2.3299007,.18125892,-.097281814,.086294174,2,1.6138101,1.1604598,2.3860428,.0087192059,.021259189,.056142092,2,1.6101131,1.0022197,2.058048,-.0036969185,-.15824008,-.32799482,2,1.6092771,1.0022197,2.0586128,-.00083601475,0,.00056481361,2,1.6041623,.99295992,2.0055876,-.0051147938,-.0092597604,-.053025246,2,1.5853277,1.0901728,2.214617,-.018834591,.097212851,.20902944,2,1.5627646,1.0181865,2.1344383,-.0225631,-.071986318,-.080178738,2,1.6252052,1.1193008,2.4421687,.062440515,.10111439,.30773044,2,1.5686886,1.1983076,2.5187433,-.056516528,.079006791,.076574564,2,1.5007687,1.2301221,2.5037596,-.06791997,.031814456,-.014983654,2,1.5822023,1.3365587,2.7666309,.081433654,.10643661,.26287127,2,1.3204393,1.0035015,2.0001149,-.26176298,-.33305717,-.76651597,2,1.442443,1.099278,2.2053807,.12200367,.095776439,.20526576,2,1.3941576,1.0471503,2.1495931,-.048285365,-.052127719,-.055787563,2,1.3865532,1.0845593,2.2335918,-.0076044798,.037409067,.08399868,2,1.3814139,1.1088736,2.1643414,-.0051392317,.024314284,-.069250345,2,1.3842984,1.141469,2.2327704,.0028845072,.032595396,.068428993,2,1.5251952,1.2419875,2.5824208,.1408968,.10051847,.34965038,2,1.4959254,1.2112035,2.5263045,-.029269814,-.030784011,-.056116343
New Mexico,1,1.0038373,.979339,1.8741544,1,1.032721,.98012656,1.9350433,.028883696,.00078755617,.060888886,1,1.0462213,1.0026969,1.9919796,.013500214,.022570312,.056936264,1,1.4157079,1.3924954,2.944432,.36948669,.38979852,.95245242,1,1.4285494,1.4131219,2.9880466,.012841463,.020626545,.043614626,1,1.8747036,1.8522881,4.5856109,.44615424,.43916619,1.5975642,1,1.8899968,1.8855519,4.5462828,.015293121,.033263803,-.039328098,1,2.1169434,2.140568,5.3276491,.22694659,.25501609,.78136635,1,2.1211164,2.1510978,5.2493911,.0041730404,.010529757,-.078258038,2,2.280566,2.004813,5.4048414,.15944958,-.14628482,.15545034,2,2.1766031,1.9857492,5.1327734,-.1039629,-.019063711,-.27206802,2,2.1255753,1.7917317,4.6670256,-.051027775,-.19401753,-.46574783,2,2.1428018,1.9290674,5.0977988,.017226458,.13733566,.43077326,2,1.8383855,1.4225434,3.402616,-.3044163,-.50652397,-1.6951828,2,1.9129459,1.4872485,3.8074725,.074560404,.064705133,.40485644,2,1.8763179,1.4562669,3.7340264,-.036628008,-.03098166,-.073446035,2,1.8829656,1.429021,3.5525017,.006647706,-.027245879,-.18152475,2,1.8720356,1.3885069,3.4769769,-.010929942,-.040514112,-.075524807,2,1.8035219,1.3059772,3.1659951,-.068513751,-.082529664,-.31098175,2,1.7510637,1.2451293,3.0093055,-.052458167,-.060847878,-.15668964
New York,2,1.9623523,1.3148723,3.164567,2,1.9066045,1.1962906,2.837836,-.055747747,-.11858165,-.32673097,2,2.1135581,1.4422206,3.6941562,.20695353,.24592996,.85632014,2,2.0826817,1.2666667,3.214201,-.030876398,-.17555392,-.4799552,2,2.0820353,1.2666667,3.2147787,-.00064635277,0,.00057768822,2,2.0686276,1.2479575,3.1110845,-.013407707,-.018709183,-.1036942,2,2.044488,1.2503905,3.1592789,-.024139643,.0024330616,.048194408,2,2.0366924,1.3118361,3.3973849,-.0077955723,.061445594,.23810601,2,2.0696495,1.4319406,3.7869048,.032957077,.12010443,.38951993,2,2.0255718,1.3870964,3.63516,-.044077635,-.044844151,-.15174484,2,2.1310852,1.6682926,4.5419192,.10551333,.28119624,.90675926,2,2.2597136,1.742524,4.9283075,.12862849,.074231386,.3863883,2,2.2324331,1.8244025,5.2659492,-.027280569,.081878424,.33764172,2,2.1754546,1.6357884,4.5243292,-.056978464,-.18861401,-.74162006,2,2.0562074,1.5629067,4.2727709,-.1192472,-.072881699,-.2515583,2,2.041477,1.5900065,4.3518915,-.014730453,.027099729,.079120636,2,2.0379899,1.5139686,4.035789,-.0034871101,-.076037884,-.3161025,2,2.0278957,1.5037569,4.0132079,-.010094166,-.010211706,-.0225811,2,1.9648242,1.4480611,3.7377453,-.063071489,-.055695772,-.27546263,2,2.1755209,1.4889641,4.3145995,.2106967,.040902972,.57685423
North Carolina,1,.90089446,.58991003,1.2461244,1,.93297076,.59121656,1.281424,.032076299,.0013065338,.035299659,1,.9269762,.58200908,1.2680143,-.0059945583,-.0092074871,-.013409734,1,.89897197,.57265353,1.1834841,-.028004229,-.009355545,-.084530234,1,.89747387,.57467115,1.1876538,-.0014981031,.0020176172,.0041697025,1,.91007644,.61393601,1.2899293,.012602568,.039264858,.10227549,1,1.0282907,.7306692,1.5339227,.11821431,.11673319,.2439934,1,1.0175318,.6281172,1.2557994,-.010758996,-.102552,-.27812326,1,1.368095,1.1227447,2.3507462,.35056329,.49462748,1.0949467,1,1.2966775,.98389816,2.0805793,-.07141757,-.13884652,-.27016687,2,1.1556989,1.3203031,1.9239858,-.14097857,.33640492,-.15659344,1,1.3352063,1.4451053,2.4449527,.17950737,.12480223,.52096689,2,1.329688,1.4723213,2.3803818,-.0055183172,.027215958,-.064570904,1,1.321858,1.3848212,2.4123325,-.0078299046,-.087500095,.031950712,1,1.3531188,1.415627,2.4520893,.031260729,.030805826,.039756775,1,1.3452823,1.4111412,2.4291744,-.0078364611,-.0044858456,-.022914886,1,1.3252711,1.2781802,2.3410599,-.020011187,-.13296092,-.0881145,1,1.2659212,1.2664554,2.2428367,-.059349895,-.01172483,-.098223209,1,1.2515657,1.1581014,2.1629496,-.01435554,-.10835397,-.079887152,1,1.2297572,1.1297814,2.0782084,-.021808505,-.028320074,-.084741116
North Dakota,1,.90089446,.58991003,1.2461244,1,.93297076,.59121656,1.281424,.032076299,.0013065338,.035299659,1,1.227332,.91582453,2.1954334,.29436123,.32460797,.91400933,1,1.2384025,.96904242,2.2248149,.01107049,.053217888,.029381514,1,1.5021451,1.2459812,3.1202097,.26374257,.2769388,.8953948,1,1.5097084,1.2728554,3.2237539,.0075633526,.026874185,.10354424,1,1.5157763,1.2356111,3.0737863,.006067872,-.03724432,-.14996767,1,1.5310762,1.2326927,2.9211566,.015299916,-.0029183626,-.15262961,1,1.549547,1.2624931,2.8770747,.018470764,.029800415,-.044081926,1,1.6404806,1.2915323,3.1435046,.090933681,.029039145,.2664299,1,1.5121574,1.1554476,2.451946,-.1283232,-.13608468,-.6915586,1,1.617439,1.3624194,3.044302,.10528159,.20697176,.59235597,1,1.380335,.96952623,1.8881457,-.23710406,-.39289314,-1.1561563,1,1.4441413,1.0384816,2.2766771,.063806295,.068955362,.38853145,1,1.531547,1.0742439,2.3602321,.087405682,.03576231,.083554983,1,1.562734,1.0760976,2.3816769,.031187057,.0018537045,.021444798,1,1.5707095,1.1198728,2.5762191,.0079754591,.043775201,.19454217,1,1.5701278,1.0767845,2.5182991,-.00058162212,-.043088317,-.057919979,1,1.6502361,1.1581014,2.8493538,.080108285,.081316948,.33105469,1,1.6883537,1.1660786,2.8879416,.038117528,.007977128,.038587809
Ohio,1,1.199609,.97933906,2.2179143,1,1.2238814,1.0080693,2.305618,.024272323,.028730214,.087703705,1,1.2352941,1.0300275,2.366823,.01141274,.021958232,.06120491,1,1.246294,1.0776203,2.3620405,.010999918,.047592759,-.0047824383,1,1.2452139,1.0786937,2.3643935,-.0010801554,.0010734797,.002352953,1,1.2543273,1.0898294,2.4335113,.009113431,.011135697,.069117785,1,1.2770714,1.0880613,2.3871672,.02274406,-.0017681122,-.046344042,1,1.3251262,1.1809027,2.4336996,.048054814,.092841387,.046532393,1,1.3464249,1.2085345,2.4035001,.021298766,.02763176,-.030199528,1,1.4365672,1.2654599,2.6830928,.09014225,.056925416,.27959275,1,1.4593689,1.2513306,2.4848289,.022801757,-.014129281,-.19826388,1,1.4647596,1.3624192,2.7075603,.0053906441,.11108863,.22273135,1,1.4563692,1.2958053,2.451246,-.0083904266,-.066613913,-.25631428,1,1.2395661,1.105125,2.0422201,-.21680307,-.19068038,-.40902591,2,1.5251323,1.6350678,2.9944515,.28556621,.52994287,.95223141,2,1.5181839,1.6245712,2.9990773,-.0069483519,-.010496616,.0046257973,2,1.5134917,1.670958,2.9623613,-.0046921968,.046386838,-.036715984,2,1.4718294,1.6043019,2.8558035,-.041662335,-.066656113,-.10655785,1,1.4595007,1.6588893,2.8832211,-.012328744,.054587364,.02741766,2,1.5170757,1.6734239,3.0333159,.057574987,.014534593,.15009475
Oklahoma,1,.88994551,.67757285,1.3768054,1,.92240262,.7184732,1.4778754,.032457113,.04090035,.10106993,1,.93749279,.74897045,1.5494822,.015090168,.030497253,.071606874,1,1.5606414,1.4888992,3.418349,.62314862,.73992878,1.8688668,1,1.5471569,1.4709114,3.3770509,-.013484478,-.017987847,-.041298151,1,1.5290661,1.4420888,3.3556206,-.018090844,-.028822541,-.021430254,1,1.5350574,1.4386076,3.2768931,.0059913397,-.0034812689,-.078727484,1,1.5752617,1.527099,3.2808294,.040204287,.08849144,.0039362907,1,1.6342287,1.5739194,3.3706021,.058966994,.046820402,.089772701,2,1.9071589,1.8471956,4.1447721,.27293015,.27327621,.77416992,2,1.9077635,1.9450451,4.2083211,.00060462952,.097849488,.063549042,2,1.806424,1.9763489,3.91677,-.10133946,.031303763,-.29155111,2,1.772179,1.8145882,3.7574716,-.034245014,-.16176069,-.15929842,2,1.7227584,1.8944253,3.6368954,-.049420595,.079837084,-.12057614,2,1.7128547,1.8862827,3.6155667,-.0099036694,-.0081425905,-.021328688,2,1.7181214,1.9076772,3.648597,.0052666664,.021394491,.033030272,1,1.7253788,1.8243326,3.6678162,.0072573423,-.083344579,.01921916,1,1.7600155,1.8664242,3.8244781,.034636736,.042091608,.15666199,1,1.7775134,1.8521569,3.9191024,.017497897,-.014267325,.094624281,1,1.7857137,1.8655052,3.9428034,.0082002878,.013348341,.023700953
Oregon,1,1.2863702,1.2079341,2.6081932,1,1.3090347,1.2085727,2.6746831,.022664547,.00063860416,.066489935,1,1.0462213,1.0026969,1.9919796,-.26281345,-.20587587,-.6827035,1,1.0405097,.99729574,1.8934034,-.0057115555,-.0054011345,-.098576188,1,1.0579153,1.0258992,1.947708,.017405629,.028603435,.0543046,1,1.0686274,1.0127023,1.9852873,.010712028,-.013196826,.037579298,1,1.1129934,1.0880613,2.0539522,.044366002,.075358987,.068664908,1,1.1678194,1.1809027,2.1106794,.054826021,.092841387,.056727171,1,1.208271,1.2358083,2.1414938,.040451646,.054905534,.030814409,1,1.359426,1.5920811,2.5860033,.15115499,.35627282,.44450951,1,1.3548579,1.5280901,2.4369087,-.0045681,-.063990951,-.14909458,2,1.3461751,1.4421746,2.4066422,-.008682847,-.085915565,-.030266523,2,1.3516262,1.4904029,2.4394901,.0054510832,.048228383,.032847881,2,1.6471171,1.5679325,3.1940725,.29549098,.07752955,.75458241,2,1.6307548,1.135267,2.6561365,-.016362309,-.43266547,-.53793597,2,1.8233185,1.3507098,3.4413476,.19256365,.21544278,.78521109,2,1.8301586,1.3386936,3.2878199,.0068401098,-.012016177,-.15352774,2,1.8189114,1.2953576,3.2051733,-.011247158,-.043336034,-.082646608,2,1.9244926,1.3549949,3.4787233,.10558116,.059637308,.27355003,2,1.8858473,1.3417702,3.4326575,-.038645267,-.013224721,-.046065807
Pennsylvania,2,1.4976593,1.0306417,2.0070906,2,1.4910989,1.1392004,2.1862173,-.0065604448,.10855877,.17912674,2,1.5004805,1.1604596,2.2405057,.0093816519,.021259189,.054288387,2,1.5095491,1.0666666,2.0564327,.0090686083,-.093793035,-.18407297,2,1.5215988,1.0666666,2.0723801,.012049675,0,.015947342,2,1.5290661,1.1276895,2.1536176,.0074672699,.061022878,.081237555,2,1.5350574,1.14607,2.2461278,.0059913397,.018380523,.092510223,2,1.537466,1.1167945,2.2735837,.0024086237,-.029275537,.027455807,2,1.6536108,1.4809831,3.0569139,.11614478,.36418867,.7833302,2,1.5097721,1.3346082,2.6248236,-.14383876,-.14637494,-.43209028,2,1.3476024,1.242256,2.2423103,-.16216969,-.092352152,-.38251328,2,1.3241465,1.0801964,1.9998561,-.023455858,-.16205966,-.24245417,2,1.3017451,1.1525815,2.1478224,-.022401452,.072385073,.14796627,2,1.3548224,1.3560408,2.3723302,.05307734,.20345938,.22450781,2,1.6034732,1.5065193,3.114526,.24865079,.15047848,.74219584,2,1.5845394,1.4877183,3.0938292,-.018933773,-.018800974,-.020696878,2,1.5924056,1.5139686,3.046958,.0078661442,.026250243,-.046871185,2,1.5794661,1.5380025,3.0660999,-.012939453,.024033904,.019141912,2,1.6427932,1.5877008,3.2531765,.063327074,.049698353,.18707657,2,1.6337579,1.6099732,3.2858031,-.0090352297,.022272348,.032626629
Rhode Island,2,1.9623523,1.5902479,3.7155709,2,1.9168611,1.5376749,3.5379829,-.045491219,-.052572966,-.17758799,2,1.9343314,1.3711309,3.2494683,.01747036,-.16654396,-.28851461,2,1.7557507,1.2666667,2.7347291,-.17858076,-.10446429,-.51473927,2,1.7661214,1.2666667,2.7516522,.010370731,0,.016923189,2,1.7614621,1.3039383,2.7780554,-.0046592951,.037271619,.026403189,2,1.7443267,1.2503905,2.7184811,-.017135382,-.05354774,-.059574366,2,1.3830481,1.3513613,2.3724113,-.36127865,.10097075,-.34606981,2,1.4498538,1.3329082,2.4855151,.06680572,-.018453121,.11310387,2,1.5387161,1.2799696,2.5974412,.0888623,-.052938581,.11192608,2,1.6426761,1.3722974,2.9630127,.10396004,.092327833,.3655715,2,1.593009,.99644929,2.2279153,-.04966712,-.37584811,-.73509741,2,1.5852973,1.1369827,2.6252449,-.0077116489,.14053339,.39732957,2,1.4028175,1.0330091,2.0493157,-.18247986,-.10397363,-.57592916,2,1.4860623,1.0653569,2.313076,.083244801,.032347798,.26376033,2,1.4789306,1.1098758,2.416707,-.0071316957,.044518948,.10363102,2,1.4741133,1.0994395,2.2873073,-.0048172474,-.010436296,-.12939978,2,1.4867413,1.1230694,2.3607776,.012627959,.023629904,.073470354,2,1.4134316,1.1272949,2.239984,-.07330966,.0042254925,-.12079358,2,1.4029202,1.1762996,2.3275561,-.010511398,.049004674,.087572098
South Carolina,1,.90089446,.58991003,1.2461244,1,.93297076,.59121656,1.281424,.032076299,.0013065338,.035299659,1,.9269762,.58200908,1.2680143,-.0059945583,-.0092074871,-.013409734,1,.89897197,.57265353,1.1834841,-.028004229,-.009355545,-.084530234,1,.89747387,.57467115,1.1876538,-.0014981031,.0020176172,.0041697025,1,.91007644,.61393601,1.2899293,.012602568,.039264858,.10227549,1,.92010736,.57160711,1.1698378,.010030925,-.042328894,-.12009144,1,.94510007,.51916397,1.0155168,.024992704,-.052443147,-.15432107,1,1.41564,1.1592623,2.4825997,.47053993,.64009833,1.467083,1,1.5194813,1.204736,2.7748156,.1038413,.045473695,.29221582,1,1.5056602,1.1882685,2.4877701,-.013821125,-.016467452,-.28704548,1,1.8453523,1.4635234,3.7010319,.33969212,.27525485,1.2132618,1,1.8306838,1.404489,3.317225,-.014668465,-.059034348,-.38380694,1,1.874037,1.4354745,3.7359946,.0433532,.030985475,.4187696,1,2.1345775,1.6625282,4.5880218,.26054049,.22705364,.85202718,1,2.1570632,1.6556931,4.5845094,.022485733,-.006835103,-.0035123825,1,2.1628482,1.7117363,4.8730702,.0057849884,.056043267,.28856087,1,2.1556146,1.6893518,4.8372087,-.0072336197,-.022384524,-.035861492,1,2.0586367,1.8327729,4.8336501,-.096977949,.14342105,-.0035586357,1,2.0751917,1.8354833,4.8447766,.016555071,.0027104616,.011126518
South Dakota,1,.90089446,.58991003,1.2461244,1,.93297076,.59121656,1.281424,.032076299,.0013065338,.035299659,1,.9269762,.58200908,1.2680143,-.0059945583,-.0092074871,-.013409734,1,.89897197,.57265353,1.1834841,-.028004229,-.009355545,-.084530234,1,.89747387,.57467115,1.1876538,-.0014981031,.0020176172,.0041697025,1,.91007644,.61393601,1.2899293,.012602568,.039264858,.10227549,1,.92010736,.57160711,1.1698378,.010030925,-.042328894,-.12009144,1,.94510007,.51916397,1.0155168,.024992704,-.052443147,-.15432107,1,.95441067,.57203341,1.0522596,.0093106031,.052869439,.036742806,1,1.0778519,.57855183,1.1735497,.12344122,.0065184236,.12129009,1,1.0902207,.64185846,1.152346,.012368798,.06330663,-.021203637,1,1.0974263,.70643002,1.3243726,.0072056055,.064571559,.17202663,1,1.0862019,.61217946,1.0488811,-.011224389,-.09425056,-.2754916,1,1.1492772,.65998995,1.3022381,.063075304,.047810495,.25335705,1,1.2573504,.68847656,1.373703,.10807323,.028486609,.071464896,1,1.295157,.7009418,1.4100327,.037806511,.012465239,.036329746,1,1.3047689,.79024404,1.6529961,.0096119642,.089302242,.24296331,1,1.3190192,.77711606,1.6581829,.014250278,-.013127983,.0051867962,1,1.4134318,.87736565,1.989195,.094412565,.10024959,.33101213,1,1.3440315,.89158541,1.9018893,-.069400311,.014219761,-.087305665
Tennessee,1,1.0135567,.92086577,1.840708,1,1.0421711,.89105636,1.8615283,.028614402,-.029809415,.02082026,1,1.0368081,.884974,1.8591477,-.0053629875,-.006082356,-.0023806095,1,1.0310445,.87884957,1.7732543,-.0057636499,-.0061244369,-.085893393,1,1.0486072,.91117889,1.8384851,.017562747,.032329321,.065230846,1,1.0594133,.91453636,1.8901684,.010806084,.00335747,.051683307,1,.92010736,.57160711,1.1698378,-.13930595,-.34292924,-.7203306,1,.94510007,.51916397,1.0155168,.024992704,-.052443147,-.15432107,1,1.3752424,1.3014948,2.5412028,.43014228,.78233087,1.525686,1,1.4719601,1.5334238,2.9392323,.096717715,.23192894,.39802957,2,1.4810412,1.6349924,2.7900379,.0090811253,.10156858,-.14919448,1,1.642998,1.6143688,3.333838,.16195679,-.020623565,.54380012,2,1.6219786,1.7848213,3.2362936,-.02101934,.17045248,-.097544432,1,1.4097888,1.4040303,2.6274097,-.21218979,-.38079095,-.60888386,1,1.4391408,1.4120907,2.6346521,.02935195,.0080603361,.0072424412,1,1.4589077,1.4111412,2.664464,.019766927,-.00094950199,.029811859,1,1.4674475,1.3589362,2.7038281,.0085397959,-.052204967,.0393641,1,1.5080202,1.3615834,2.8175626,.040572643,.0026471615,.11373448,1,1.553852,1.3370219,2.9369297,.0458318,-.024561405,.11936712,1,1.5679226,1.3431991,2.9429083,.01407063,.006177187,.0059785843
Texas,1,1.592828,1.6031893,3.5832465,1,2.1069081,2.1120245,5.5736818,.51408005,.5088352,1.9904354,1,2.0949216,2.0962563,5.5514522,-.011986494,-.01576829,-.022229671,1,2.0542433,2.0803683,5.2096972,-.040678263,-.015887976,-.34175491,1,2.0344021,2.0540535,5.1437993,-.019841194,-.026314735,-.065897942,1,2.0206785,2.0264864,5.1324711,-.013723612,-.027567148,-.01132822,1,2.0252159,2.0243921,5.0866156,.004537344,-.0020942688,-.045855522,2,2.1942613,2.0862629,5.1976976,.16904545,.061870813,.11108208,2,2.4038608,2.2499685,6.1318235,.20959949,.16370559,.9341259,2,2.2902179,2.0719759,5.5408945,-.11364293,-.17799258,-.59092903,2,2.2134511,2.0082829,5.2799063,-.076766729,-.063693047,-.26098824,2,2.1632926,1.9120551,4.9541521,-.050158501,-.096227765,-.32575417,2,2.1553471,1.9290675,5.1412539,-.0079455376,.017012358,.18710184,2,2.11953,1.8742359,4.7875161,-.035817146,-.054831624,-.35373783,2,2.0775523,1.9116005,4.8337417,-.041977644,.037364602,.046225548,2,2.0629742,1.9125246,4.8413649,-.014578104,.00092411041,.0076231956,2,2.0595236,1.9738966,4.7728753,-.0034506321,.061372042,-.068489552,2,2.0121219,1.8738422,4.5480533,-.047401667,-.10005438,-.22482204,2,1.973537,1.9108189,4.4601731,-.038584948,.036976695,-.087880135,2,1.9459734,1.8731471,4.3775535,-.027563572,-.037671804,-.082619667
Utah,1,1.0135567,.92086577,1.840708,1,1.0421711,.89105636,1.8615283,.028614402,-.029809415,.02082026,1,1.3849579,1.2930846,2.9335263,.34278679,.40202826,1.071998,1,1.3226213,1.245052,2.6522174,-.062336564,-.048032641,-.28130889,1,1.3216035,1.2459812,2.6541967,-.0010178089,.00092923641,.001979351,1,1.6163393,1.5504659,3.6550894,.29473579,.30448472,1.0008926,1,1.6220083,1.5714935,3.5795836,.0056689978,.021027565,-.075505733,1,1.6363152,1.567492,3.4809055,.014306903,-.0040014982,-.098678112,1,1.6931573,1.6157213,3.5662749,.056842089,.048229337,.085369349,1,1.7517499,1.7033464,3.8386936,.058592558,.087625027,.27241874,1,1.9128957,1.8156536,4.1654115,.16114581,.11230719,.32671785,1,2.0312343,1.9454454,4.7625327,.11833858,.12979186,.59712124,1,2.0300274,1.8722175,4.4782023,-.0012068748,-.073227882,-.28433037,1,1.9269134,1.8631428,4.3702083,-.10311401,-.009074688,-.10799408,1,1.9784498,1.8531055,4.4288483,.051536441,-.010037303,.058640003,1,1.9830112,1.8460732,4.4125805,.0045614243,-.0070323944,-.016267776,1,1.9444417,1.970722,4.4616008,-.03856957,.12464881,.04902029,1,1.7361801,1.8389364,3.7400029,-.20826161,-.13178551,-.72159791,1,1.7871394,1.8473299,3.9513609,.050959349,.0083934069,.21135807,1,1.8007483,1.8329593,3.980947,.013608932,-.014370561,.029586077
Vermont,1,1.0038373,.979339,1.8741544,1,1.032721,.98012656,1.9350433,.028883696,.00078755617,.060888886,1,1.0462213,1.0026969,1.9919796,.013500214,.022570312,.056936264,1,1.0405097,.99729574,1.8934034,-.0057115555,-.0054011345,-.098576188,1,1.0579153,1.0258992,1.947708,.017405629,.028603435,.0543046,1,1.0686274,1.0127023,1.9852873,.010712028,-.013196826,.037579298,1,1.1129934,1.0880613,2.0539522,.044366002,.075358987,.068664908,1,1.1678194,1.1809027,2.1106794,.054826021,.092841387,.056727171,1,1.0427704,.92766136,1.6202115,-.125049,-.25324136,-.49046791,1,1.1568211,1.0006942,1.8962303,.11405075,.073032796,.27601886,1,1.4660715,1.4238564,2.665009,.30925035,.42316222,.76877868,2,1.5619342,1.3160704,2.7014182,.095862746,-.10778594,.03640914,2,1.314859,1.1369827,2.1549213,-.2470752,-.17908776,-.54649687,2,1.5489575,1.391644,2.7857277,.23409843,.25466132,.63080645,2,1.4459372,1.4611589,2.7076817,-.10302031,.069514871,-.078046083,2,1.4110837,1.4044803,2.6242816,-.034853458,-.056678534,-.083400011,2,1.4060341,1.429021,2.5631227,-.0050495863,.024540663,-.061158895,2,1.4933211,1.3885069,2.7291028,.087286949,-.040514112,.1659801,2,1.4340895,1.4177181,2.6326616,-.05923152,.029211164,-.096441269,2,1.4098911,1.4025028,2.5989149,-.024198413,-.015215278,-.033746719
Virginia,1,1.3386571,1.3179084,2.7839463,1,1.345961,1.2972549,2.8117168,.007303834,-.020653486,.027770519,1,1.3418126,1.2930847,2.817224,-.0041483641,-.0041701794,.0055072308,1,1.3519462,1.3313063,2.7513666,.010133624,.038221598,-.06585741,1,1.3509505,1.3321755,2.7531629,-.0009957552,.00086915493,.0017962456,1,1.3593553,1.3350366,2.8050199,.008404851,.0028611422,.051856995,1,1.3660913,1.3248796,2.7516308,.0067359209,-.010156989,-.053389072,1,1.4471332,1.3989394,2.8696184,.081041932,.074059725,.11798763,1,1.4582818,1.3882444,2.7939441,.011148572,-.010694981,-.075674295,1,1.595029,1.5388488,3.2885642,.13674724,.15060437,.49462008,1,1.4744067,1.3331792,2.6033547,-.12062228,-.20566952,-.68520951,1,1.4394413,1.2883159,2.5848382,-.034965396,-.044863343,-.018516541,2,1.4240344,1.5777067,2.6393845,-.015406966,.2893908,.054546356,1,1.4304993,1.4904029,2.718904,.0064649582,-.087303758,.07951951,2,1.508976,1.6985245,2.9585547,.078476667,.20812154,.23965073,2,1.501953,1.7079256,2.9539309,-.0070229769,.009401083,-.0046238899,1,1.4840559,1.5853627,2.8855927,-.017897129,-.12256289,-.068338156,1,1.3682706,1.3615834,2.5209346,-.11578524,-.22377932,-.36465812,1,1.3549999,1.2614274,2.4530349,-.013270736,-.10015595,-.067899704,1,1.3728991,1.2540743,2.458118,.017899156,-.0073530674,.0050830841
