state_cluster_id,lag_cluster,id_no,state,id,year,total_distance,medoid_rank1,medoid_rank2,noswitch,switched,n_noswitch,n_switched,flag
1,1,43,Tennessee,TN,2001,1.8611112,17,,1,0,49,2,0
1,1,44,Texas,TX,2001,5.5277781,36,,1,0,49,2,0
1,1,45,Utah,UT,2001,1.8611112,17,,1,0,49,2,0
1,1,46,Vermont,VT,2001,2.0277779,21,,1,0,49,2,0
1,1,47,Virginia,VA,2001,2.75,31,,1,0,49,2,0
2,2,48,Washington,WA,2001,4.1999998,,11,1,0,49,2,0
1,1,49,West Virginia,WV,2001,1.5833335,12.5,,1,0,49,2,0
1,1,50,Wisconsin,WI,2001,3.916666,35,,1,0,49,2,0
1,1,51,Wyoming,WY,2001,2.3611112,27,,1,0,49,2,0
1,1,1,Alabama,AL,2002,1.9722223,15.5,,1,0,51,0,0
1,1,2,Alaska,AK,2002,1.4722223,4,,1,0,51,0,0
1,1,3,Arizona,AZ,2002,1.6944447,10,,1,0,51,0,0
1,1,4,Arkansas,AR,2002,2.1388891,19.5,,1,0,51,0,0
2,2,5,California,CA,2002,4.7333326,,15,1,0,51,0,0
1,1,6,Colorado,CO,2002,2.3611112,24,,1,0,51,0,0
2,2,7,Connecticut,CT,2002,3.2666667,,1.5,1,0,51,0,0
2,2,8,Delaware,DE,2002,3.6000001,,5,1,0,51,0,0
2,2,9,District of Columbia,DC,2002,4.4666667,,14,1,0,51,0,0
1,1,10,Florida,FL,2002,2.4166665,26.5,,1,0,51,0,0
1,1,11,Georgia,GA,2002,1.9166667,13.5,,1,0,51,0,0
1,1,12,Hawaii,HI,2002,3.6388888,34,,1,0,51,0,0
1,1,13,Idaho,ID,2002,2.8611112,32,,1,0,51,0,0
2,2,14,Illinois,IL,2002,4.333333,,13,1,0,51,0,0
1,1,15,Indiana,IN,2002,2.6388888,28.5,,1,0,51,0,0
1,1,16,Iowa,IA,2002,1.4722223,4,,1,0,51,0,0
1,1,17,Kansas,KS,2002,1.6944447,10,,1,0,51,0,0
1,1,18,Kentucky,KY,2002,1.4722223,4,,1,0,51,0,0
1,1,19,Louisiana,LA,2002,1.4722223,4,,1,0,51,0,0
2,2,20,Maine,ME,2002,3.8666666,,9,1,0,51,0,0
2,2,21,Maryland,MD,2002,3.8000002,,8,1,0,51,0,0
2,2,22,Massachusetts,MA,2002,3.7333331,,6,1,0,51,0,0
1,1,23,Michigan,MI,2002,3.5277779,33,,1,0,51,0,0
2,2,24,Minnesota,MN,2002,3.3333333,,4,1,0,51,0,0
1,1,25,Mississippi,MS,2002,2.6388888,28.5,,1,0,51,0,0
1,1,26,Missouri,MO,2002,2.1388891,19.5,,1,0,51,0,0
1,1,27,Montana,MT,2002,2.1388891,19.5,,1,0,51,0,0
2,2,28,Nebraska,NE,2002,3.9999998,,10.5,1,0,51,0,0
1,1,29,Nevada,NV,2002,1.6944447,10,,1,0,51,0,0
1,1,30,New Hampshire,NH,2002,2.3611114,25,,1,0,51,0,0
2,2,31,New Jersey,NJ,2002,3.2666667,,1.5,1,0,51,0,0
1,1,32,New Mexico,NM,2002,2.1388891,19.5,,1,0,51,0,0
2,2,33,New York,NY,2002,3.9999998,,10.5,1,0,51,0,0
1,1,34,North Carolina,NC,2002,1.4722223,4,,1,0,51,0,0
1,1,35,North Dakota,ND,2002,1.9722223,15.5,,1,0,51,0,0
1,1,36,Ohio,OH,2002,2.1944447,23,,1,0,51,0,0
1,1,37,Oklahoma,OK,2002,1.6944447,10,,1,0,51,0,0
1,1,38,Oregon,OR,2002,2.1388891,19.5,,1,0,51,0,0
2,2,39,Pennsylvania,PA,2002,3.2666669,,3,1,0,51,0,0
2,2,40,Rhode Island,RI,2002,3.7999997,,7,1,0,51,0,0
1,1,41,South Carolina,SC,2002,1.4722223,4,,1,0,51,0,0
1,1,42,South Dakota,SD,2002,1.4722223,4,,1,0,51,0,0
1,1,43,Tennessee,TN,2002,1.9166667,13.5,,1,0,51,0,0
1,1,44,Texas,TX,2002,5.5277777,36,,1,0,51,0,0
1,1,45,Utah,UT,2002,2.8055553,30,,1,0,51,0,0
1,1,46,Vermont,VT,2002,2.1388891,19.5,,1,0,51,0,0
1,1,47,Virginia,VA,2002,2.8055556,31,,1,0,51,0,0
2,2,48,Washington,WA,2002,4.1333332,,12,1,0,51,0,0
1,1,49,West Virginia,WV,2002,1.6944447,10,,1,0,51,0,0
1,1,50,Wisconsin,WI,2002,4.0277777,35,,1,0,51,0,0
1,1,51,Wyoming,WY,2002,2.4166665,26.5,,1,0,51,0,0
1,1,1,Alabama,AL,2003,3.0277779,30,,1,0,51,0,0
1,1,2,Alaska,AK,2003,1.5277778,3.5,,1,0,51,0,0
1,1,3,Arizona,AZ,2003,1.7500001,8.5,,1,0,51,0,0
1,1,4,Arkansas,AR,2003,2.1944447,18,,1,0,51,0,0
2,2,5,California,CA,2003,4.333333,,14,1,0,51,0,0
1,1,6,Colorado,CO,2003,2.4166665,22.5,,1,0,51,0,0
2,2,7,Connecticut,CT,2003,3.1333334,,4.5,1,0,51,0,0
2,2,8,Delaware,DE,2003,3.1333334,,4.5,1,0,51,0,0
2,2,9,District of Columbia,DC,2003,3.9999998,,11,1,0,51,0,0
1,1,10,Florida,FL,2003,2.4166667,24.5,,1,0,51,0,0
1,1,11,Georgia,GA,2003,1.9722224,11.5,,1,0,51,0,0
1,1,12,Hawaii,HI,2003,3.6944442,35,,1,0,51,0,0
1,1,13,Idaho,ID,2003,2.4166667,24.5,,1,0,51,0,0
2,2,14,Illinois,IL,2003,4.1999998,,13,1,0,51,0,0
1,1,15,Indiana,IN,2003,2.1944447,18,,1,0,51,0,0
1,1,16,Iowa,IA,2003,1.5277778,3.5,,1,0,51,0,0
1,1,17,Kansas,KS,2003,1.7500001,8.5,,1,0,51,0,0
1,1,18,Kentucky,KY,2003,2.3055556,20,,1,0,51,0,0
1,1,19,Louisiana,LA,2003,1.5277778,3.5,,1,0,51,0,0
2,2,20,Maine,ME,2003,3.7333331,,9,1,0,51,0,0
2,2,21,Maryland,MD,2003,3.3999999,,7.5,1,0,51,0,0
2,2,22,Massachusetts,MA,2003,4.0666666,,12,1,0,51,0,0
1,1,23,Michigan,MI,2003,3.5833335,34,,1,0,51,0,0
2,2,24,Minnesota,MN,2003,2.9999998,,3,1,0,51,0,0
1,1,25,Mississippi,MS,2003,2.8055556,28,,1,0,51,0,0
1,1,26,Missouri,MO,2003,2.1944444,15,,1,0,51,0,0
1,1,27,Montana,MT,2003,2.1944447,18,,1,0,51,0,0
2,2,28,Nebraska,NE,2003,3.8666663,,10,1,0,51,0,0
1,1,29,Nevada,NV,2003,1.7500001,8.5,,1,0,51,0,0
1,1,30,New Hampshire,NH,2003,2.4166665,22.5,,1,0,51,0,0
2,2,31,New Jersey,NJ,2003,2.8,,1,1,0,51,0,0
1,1,32,New Mexico,NM,2003,3.1388888,31.5,,1,0,51,0,0
2,2,33,New York,NY,2003,3.3999999,,7.5,1,0,51,0,0
1,1,34,North Carolina,NC,2003,1.5277778,3.5,,1,0,51,0,0
1,1,35,North Dakota,ND,2003,2.1388888,13,,1,0,51,0,0
1,1,36,Ohio,OH,2003,2.3611112,21,,1,0,51,0,0
1,1,37,Oklahoma,OK,2003,3.4166665,33,,1,0,51,0,0
1,1,38,Oregon,OR,2003,2.1944444,15,,1,0,51,0,0
2,2,39,Pennsylvania,PA,2003,2.9333332,,2,1,0,51,0,0
2,2,40,Rhode Island,RI,2003,3.3999996,,6,1,0,51,0,0
1,1,41,South Carolina,SC,2003,1.5277778,3.5,,1,0,51,0,0
1,1,42,South Dakota,SD,2003,1.5277778,3.5,,1,0,51,0,0
1,1,43,Tennessee,TN,2003,1.9722224,11.5,,1,0,51,0,0
1,1,44,Texas,TX,2003,5.5277777,36,,1,0,51,0,0
1,1,45,Utah,UT,2003,2.75,27,,1,0,51,0,0
1,1,46,Vermont,VT,2003,2.1944444,15,,1,0,51,0,0
1,1,47,Virginia,VA,2003,2.9722221,29,,1,0,51,0,0
2,2,48,Washington,WA,2003,4.4666662,,15,1,0,51,0,0
1,1,49,West Virginia,WV,2003,1.7500001,8.5,,1,0,51,0,0
1,1,50,Wisconsin,WI,2003,3.1388888,31.5,,1,0,51,0,0
1,1,51,Wyoming,WY,2003,2.5833333,26,,1,0,51,0,0
1,1,1,Alabama,AL,2004,3.0555556,30,,1,0,51,0,0
1,1,2,Alaska,AK,2004,1.5555555,3.5,,1,0,51,0,0
1,1,3,Arizona,AZ,2004,1.7777778,8.5,,1,0,51,0,0
1,1,4,Arkansas,AR,2004,2.1666667,14,,1,0,51,0,0
2,2,5,California,CA,2004,4.333333,,14,1,0,51,0,0
1,1,6,Colorado,CO,2004,2.4444442,21.5,,1,0,51,0,0
2,2,7,Connecticut,CT,2004,3.1333334,,4.5,1,0,51,0,0
2,2,8,Delaware,DE,2004,3.1333334,,4.5,1,0,51,0,0
2,2,9,District of Columbia,DC,2004,3.9999998,,11,1,0,51,0,0
1,1,10,Florida,FL,2004,2.4444444,23,,1,0,51,0,0
1,1,11,Georgia,GA,2004,2.0555556,11.5,,1,0,51,0,0
1,1,12,Hawaii,HI,2004,3.7777774,35,,1,0,51,0,0
1,1,13,Idaho,ID,2004,2.3888891,20,,1,0,51,0,0
2,2,14,Illinois,IL,2004,4.1999998,,13,1,0,51,0,0
1,1,15,Indiana,IN,2004,2.1666667,14,,1,0,51,0,0
1,1,16,Iowa,IA,2004,1.5555555,3.5,,1,0,51,0,0
1,1,17,Kansas,KS,2004,2.5,24,,1,0,51,0,0
1,1,18,Kentucky,KY,2004,2.2777777,16,,1,0,51,0,0
1,1,19,Louisiana,LA,2004,1.5555555,3.5,,1,0,51,0,0
2,2,20,Maine,ME,2004,3.7333331,,9,1,0,51,0,0
2,2,21,Maryland,MD,2004,3.3999999,,7.5,1,0,51,0,0
2,2,22,Massachusetts,MA,2004,4.0666666,,12,1,0,51,0,0
1,1,23,Michigan,MI,2004,3.6111109,34,,1,0,51,0,0
2,2,24,Minnesota,MN,2004,2.9999998,,3,1,0,51,0,0
1,1,25,Mississippi,MS,2004,2.7777779,27.5,,1,0,51,0,0
1,1,26,Missouri,MO,2004,1.7777778,8.5,,1,0,51,0,0
1,1,27,Montana,MT,2004,2.1666667,14,,1,0,51,0,0
2,2,28,Nebraska,NE,2004,3.8666663,,10,1,0,51,0,0
1,1,29,Nevada,NV,2004,1.7777778,8.5,,1,0,51,0,0
1,1,30,New Hampshire,NH,2004,2.4444442,21.5,,1,0,51,0,0
2,2,31,New Jersey,NJ,2004,2.8,,1,1,0,51,0,0
1,1,32,New Mexico,NM,2004,3.2222223,32,,1,0,51,0,0
2,2,33,New York,NY,2004,3.3999999,,7.5,1,0,51,0,0
1,1,34,North Carolina,NC,2004,1.5555555,3.5,,1,0,51,0,0
1,1,35,North Dakota,ND,2004,2.7777779,27.5,,1,0,51,0,0
1,1,36,Ohio,OH,2004,2.3888888,19,,1,0,51,0,0
1,1,37,Oklahoma,OK,2004,3.3888888,33,,1,0,51,0,0
1,1,38,Oregon,OR,2004,2.2777779,17.5,,1,0,51,0,0
2,2,39,Pennsylvania,PA,2004,2.9333332,,2,1,0,51,0,0
2,2,40,Rhode Island,RI,2004,3.3999996,,6,1,0,51,0,0
1,1,41,South Carolina,SC,2004,1.5555555,3.5,,1,0,51,0,0
1,1,42,South Dakota,SD,2004,1.5555555,3.5,,1,0,51,0,0
1,1,43,Tennessee,TN,2004,2.0555556,11.5,,1,0,51,0,0
1,1,44,Texas,TX,2004,5.4444442,36,,1,0,51,0,0
1,1,45,Utah,UT,2004,2.7777777,26,,1,0,51,0,0
1,1,46,Vermont,VT,2004,2.2777779,17.5,,1,0,51,0,0
1,1,47,Virginia,VA,2004,2.9999998,29,,1,0,51,0,0
2,2,48,Washington,WA,2004,4.4666662,,15,1,0,51,0,0
1,1,49,West Virginia,WV,2004,1.7777778,8.5,,1,0,51,0,0
1,1,50,Wisconsin,WI,2004,3.2222219,31,,1,0,51,0,0
1,1,51,Wyoming,WY,2004,2.6666667,25,,1,0,51,0,0
1,1,1,Alabama,AL,2005,3.243243,28,,1,0,50,1,0
1,1,2,Alaska,AK,2005,1.7837838,3.5,,1,0,50,1,0
1,1,3,Arizona,AZ,2005,3.756757,32,,1,0,50,1,0
1,1,4,Arkansas,AR,2005,4.1351352,35,,1,0,50,1,0
2,2,5,California,CA,2005,4.6785722,,14,1,0,50,1,0
1,1,6,Colorado,CO,2005,2.6216214,19.5,,1,0,50,1,0
2,2,7,Connecticut,CT,2005,3.2500002,,4.5,1,0,50,1,0
2,2,8,Delaware,DE,2005,3.2500002,,4.5,1,0,50,1,0
2,2,9,District of Columbia,DC,2005,3.9642861,,10,1,0,50,1,0
1,1,10,Florida,FL,2005,2.6216214,19.5,,1,0,50,1,0
1,1,11,Georgia,GA,2005,2.2432432,10.5,,1,0,50,1,0
1,1,12,Hawaii,HI,2005,3.9189188,34,,1,0,50,1,0
1,1,13,Idaho,ID,2005,2.5945945,17,,1,0,50,1,0
2,2,14,Illinois,IL,2005,4.2500005,,12,1,0,50,1,0
1,1,15,Indiana,IN,2005,2.4054053,12.5,,1,0,50,1,0
1,1,16,Iowa,IA,2005,1.7837838,3.5,,1,0,50,1,0
1,1,17,Kansas,KS,2005,2.6486485,21,,1,0,50,1,0
1,1,18,Kentucky,KY,2005,2.4594595,16,,1,0,50,1,0
1,1,19,Louisiana,LA,2005,1.7837838,3.5,,1,0,50,1,0
2,2,20,Maine,ME,2005,3.8214285,,8.5,1,0,50,1,0
1,2,21,Maryland,MD,2005,3.2162163,27,,0,1,50,1,0
2,2,22,Massachusetts,MA,2005,4.1071429,,11,1,0,50,1,0
1,1,23,Michigan,MI,2005,3.7027028,31,,1,0,50,1,0
2,2,24,Minnesota,MN,2005,2.9642861,,2,1,0,50,1,0
1,1,25,Mississippi,MS,2005,3.0270269,24.5,,1,0,50,1,0
1,1,26,Missouri,MO,2005,1.972973,8,,1,0,50,1,0
1,1,27,Montana,MT,2005,2.4054053,12.5,,1,0,50,1,0
2,2,28,Nebraska,NE,2005,3.8214285,,8.5,1,0,50,1,0
1,1,29,Nevada,NV,2005,1.972973,8,,1,0,50,1,0
1,1,30,New Hampshire,NH,2005,2.6756756,22,,1,0,50,1,0
2,2,31,New Jersey,NJ,2005,2.8214288,,1,1,0,50,1,0
1,1,32,New Mexico,NM,2005,4.8378377,36,,1,0,50,1,0
2,2,33,New York,NY,2005,3.3928576,,6,1,0,50,1,0
1,1,34,North Carolina,NC,2005,1.7837838,3.5,,1,0,50,1,0
1,1,35,North Dakota,ND,2005,3.0270269,24.5,,1,0,50,1,0
1,1,36,Ohio,OH,2005,2.5945947,18,,1,0,50,1,0
1,1,37,Oklahoma,OK,2005,3.4864867,30,,1,0,50,1,0
1,1,38,Oregon,OR,2005,2.4324324,14.5,,1,0,50,1,0
2,2,39,Pennsylvania,PA,2005,3.1071429,,3,1,0,50,1,0
2,2,40,Rhode Island,RI,2005,3.5357144,,7,1,0,50,1,0
1,1,41,South Carolina,SC,2005,1.7837838,3.5,,1,0,50,1,0
1,1,42,South Dakota,SD,2005,1.7837838,3.5,,1,0,50,1,0
1,1,43,Tennessee,TN,2005,2.2432432,10.5,,1,0,50,1,0
1,1,44,Texas,TX,2005,5.5135136,37,,1,0,50,1,0
1,1,45,Utah,UT,2005,3.8108108,33,,1,0,50,1,0
1,1,46,Vermont,VT,2005,2.4324324,14.5,,1,0,50,1,0
1,1,47,Virginia,VA,2005,3.1891892,26,,1,0,50,1,0
2,2,48,Washington,WA,2005,4.3928576,,13,1,0,50,1,0
1,1,49,West Virginia,WV,2005,1.972973,8,,1,0,50,1,0
1,1,50,Wisconsin,WI,2005,3.3783782,29,,1,0,50,1,0
1,1,51,Wyoming,WY,2005,2.8648651,23,,1,0,50,1,0
1,1,1,Alabama,AL,2006,3.1285717,26.5,,1,0,49,2,0
1,1,2,Alaska,AK,2006,1.6999999,3.5,,1,0,49,2,0
1,1,3,Arizona,AZ,2006,3.4428575,30,,1,0,49,2,0
1,1,4,Arkansas,AR,2006,4.014286,33,,1,0,49,2,0
2,2,5,California,CA,2006,4.71875,,16,1,0,49,2,0
1,1,6,Colorado,CO,2006,2.9714291,25,,1,0,49,2,0
2,2,7,Connecticut,CT,2006,3.40625,,4,1,0,49,2,0
2,2,8,Delaware,DE,2006,3.53125,,6,1,0,49,2,0
2,2,9,District of Columbia,DC,2006,4.28125,,11,1,0,49,2,0
1,1,10,Florida,FL,2006,2.5285718,14,,1,0,49,2,0
1,1,11,Georgia,GA,2006,2.7428575,21,,1,0,49,2,0
2,1,12,Hawaii,HI,2006,4.53125,,14,0,1,49,2,0
1,1,13,Idaho,ID,2006,2.5571432,17,,1,0,49,2,0
2,2,14,Illinois,IL,2006,4.53125,,14,1,0,49,2,0
1,1,15,Indiana,IN,2006,2.3000004,11.5,,1,0,49,2,0
1,1,16,Iowa,IA,2006,1.6999999,3.5,,1,0,49,2,0
1,1,17,Kansas,KS,2006,2.6142859,19,,1,0,49,2,0
1,1,18,Kentucky,KY,2006,2.3571429,13,,1,0,49,2,0
1,1,19,Louisiana,LA,2006,1.6999999,3.5,,1,0,49,2,0
2,2,20,Maine,ME,2006,3.90625,,8,1,0,49,2,0
1,1,21,Maryland,MD,2006,3.385715,28,,1,0,49,2,0
2,2,22,Massachusetts,MA,2006,4.15625,,9,1,0,49,2,0
1,1,23,Michigan,MI,2006,3.6714292,31,,1,0,49,2,0
2,2,24,Minnesota,MN,2006,3.28125,,2.5,1,0,49,2,0
1,1,25,Mississippi,MS,2006,2.9000003,23,,1,0,49,2,0
1,1,26,Missouri,MO,2006,1.9571429,8,,1,0,49,2,0
1,1,27,Montana,MT,2006,2.3000004,11.5,,1,0,49,2,0
2,2,28,Nebraska,NE,2006,4.28125,,11,1,0,49,2,0
1,1,29,Nevada,NV,2006,1.9571429,8,,1,0,49,2,0
1,1,30,New Hampshire,NH,2006,2.6428573,20,,1,0,49,2,0
2,2,31,New Jersey,NJ,2006,3.15625,,1,1,0,49,2,0
1,1,32,New Mexico,NM,2006,4.9285717,34,,1,0,49,2,0
2,2,33,New York,NY,2006,3.53125,,6,1,0,49,2,0
1,1,34,North Carolina,NC,2006,2.1142859,10,,1,0,49,2,0
1,1,35,North Dakota,ND,2006,2.9000003,23,,1,0,49,2,0
1,1,36,Ohio,OH,2006,2.557143,15,,1,0,49,2,0
1,1,37,Oklahoma,OK,2006,3.4428573,29,,1,0,49,2,0
1,1,38,Oregon,OR,2006,2.5571432,17,,1,0,49,2,0
2,2,39,Pennsylvania,PA,2006,3.28125,,2.5,1,0,49,2,0
2,2,40,Rhode Island,RI,2006,3.53125,,6,1,0,49,2,0
1,1,41,South Carolina,SC,2006,1.6999999,3.5,,1,0,49,2,0
1,1,42,South Dakota,SD,2006,1.6999999,3.5,,1,0,49,2,0
1,1,43,Tennessee,TN,2006,1.6999999,3.5,,1,0,49,2,0
1,1,44,Texas,TX,2006,5.4714289,35,,1,0,49,2,0
1,1,45,Utah,UT,2006,3.8428574,32,,1,0,49,2,0
1,1,46,Vermont,VT,2006,2.5571432,17,,1,0,49,2,0
1,1,47,Virginia,VA,2006,3.1285717,26.5,,1,0,49,2,0
2,2,48,Washington,WA,2006,4.53125,,14,1,0,49,2,0
